File,eight,five,four,one,seven,six,three,two
D_040000.jpg,0,0,0,1,0,0,0,0
D_040001.jpg,0,0,1,0,0,0,0,0
D_040002.jpg,0,1,0,0,0,0,0,0
D_040003.jpg,0,0,0,0,1,0,0,0
D_040004.jpg,0,0,0,0,0,0,1,0
D_040005.jpg,0,1,0,0,0,0,0,0
D_040006.jpg,0,0,0,0,0,0,1,0
D_040007.jpg,0,0,0,0,0,0,1,0
D_040008.jpg,0,0,0,1,0,0,0,0
D_040009.jpg,0,0,0,0,0,1,0,0
D_040010.jpg,0,0,0,0,0,0,1,0
D_040011.jpg,0,0,0,0,0,1,0,0
D_040012.jpg,0,0,0,0,0,0,0,1
D_040013.jpg,0,0,1,0,0,0,0,0
D_040014.jpg,0,0,0,1,0,0,0,0
D_040015.jpg,1,0,0,0,0,0,0,0
D_040016.jpg,0,0,1,0,0,0,0,0
D_040017.jpg,0,1,0,0,0,0,0,0
D_040018.jpg,0,0,0,0,0,0,0,1
D_040019.jpg,0,0,0,0,0,0,0,1
D_040020.jpg,0,0,1,0,0,0,0,0
D_040021.jpg,0,0,0,0,0,0,1,0
D_040022.jpg,0,0,1,0,0,0,0,0
D_040023.jpg,0,0,0,0,0,1,0,0
D_040024.jpg,0,0,0,0,0,0,1,0
D_040025.jpg,1,0,0,0,0,0,0,0
D_040026.jpg,1,0,0,0,0,0,0,0
D_040027.jpg,0,0,0,0,0,0,1,0
D_040028.jpg,0,0,0,0,1,0,0,0
D_040029.jpg,0,0,0,0,0,1,0,0
D_040030.jpg,0,0,0,0,0,0,1,0
D_040031.jpg,0,0,0,0,0,0,0,1
D_040032.jpg,0,0,0,0,0,1,0,0
D_040033.jpg,0,0,0,0,1,0,0,0
D_040034.jpg,0,0,0,0,1,0,0,0
D_040035.jpg,0,0,0,1,0,0,0,0
D_040036.jpg,0,0,0,0,1,0,0,0
D_040037.jpg,0,0,0,0,1,0,0,0
D_040038.jpg,0,1,0,0,0,0,0,0
D_040039.jpg,0,0,0,0,0,0,0,1
D_040040.jpg,0,0,0,0,0,0,0,1
D_040041.jpg,0,0,0,0,1,0,0,0
D_040042.jpg,0,0,0,0,0,0,0,1
D_040043.jpg,0,0,0,0,0,1,0,0
D_040044.jpg,0,0,1,0,0,0,0,0
D_040045.jpg,0,0,0,1,0,0,0,0
D_040046.jpg,0,0,1,0,0,0,0,0
D_040047.jpg,0,0,1,0,0,0,0,0
D_040048.jpg,0,0,0,1,0,0,0,0
D_040049.jpg,0,0,0,0,0,0,1,0
D_040050.jpg,0,0,0,0,0,1,0,0
D_040051.jpg,0,0,0,1,0,0,0,0
D_040052.jpg,0,0,0,0,1,0,0,0
D_040053.jpg,0,0,1,0,0,0,0,0
D_040054.jpg,0,0,0,0,0,0,0,1
D_040055.jpg,0,0,0,0,0,0,0,1
D_040056.jpg,1,0,0,0,0,0,0,0
D_040057.jpg,0,0,0,0,0,1,0,0
D_040058.jpg,0,0,0,0,0,1,0,0
D_040059.jpg,0,0,0,0,1,0,0,0
D_040060.jpg,1,0,0,0,0,0,0,0
D_040061.jpg,0,0,0,0,0,1,0,0
D_040062.jpg,0,1,0,0,0,0,0,0
D_040063.jpg,0,0,0,1,0,0,0,0
D_040064.jpg,0,1,0,0,0,0,0,0
D_040065.jpg,0,0,0,0,1,0,0,0
D_040066.jpg,0,0,0,0,0,0,1,0
D_040067.jpg,0,0,0,0,1,0,0,0
D_040068.jpg,0,1,0,0,0,0,0,0
D_040069.jpg,0,1,0,0,0,0,0,0
D_040070.jpg,1,0,0,0,0,0,0,0
D_040071.jpg,0,0,0,0,0,0,1,0
D_040072.jpg,0,0,0,0,1,0,0,0
